,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
130000,2015,1,9,5,NK,801,N504NK,DTW,MCO,928,928.0,0.0,58.0,1026.0,162.0,197.0,132.0,957,1238.0,7.0,1210,1245.0,35.0,0,0,,35.0,0.0,0.0,0.0,0.0
131000,2015,1,9,5,DL,1233,N556NW,ATL,ORF,1025,1028.0,3.0,14.0,1042.0,95.0,81.0,65.0,516,1147.0,2.0,1200,1149.0,-11.0,0,0,,,,,,
132000,2015,1,9,5,EV,3273,N15527,IAH,GRK,1125,1120.0,-5.0,11.0,1131.0,58.0,50.0,36.0,166,1207.0,3.0,1223,1210.0,-13.0,0,0,,,,,,
133000,2015,1,9,5,EV,3266,N16561,MCI,ORD,1227,1218.0,-9.0,13.0,1231.0,94.0,90.0,65.0,403,1336.0,12.0,1401,1348.0,-13.0,0,0,,,,,,
134000,2015,1,9,5,EV,6132,N13964,ORD,ABE,1325,1334.0,9.0,23.0,1357.0,113.0,108.0,80.0,654,1617.0,5.0,1618,1622.0,4.0,0,0,,,,,,
135000,2015,1,9,5,UA,1130,N23721,EWR,ATL,1430,1429.0,-1.0,16.0,1445.0,157.0,146.0,122.0,746,1647.0,8.0,1707,1655.0,-12.0,0,0,,,,,,
136000,2015,1,9,5,US,2120,N801AW,DCA,BOS,1530,1550.0,20.0,19.0,1609.0,91.0,81.0,57.0,399,1706.0,5.0,1701,1711.0,10.0,0,0,,,,,,
137000,2015,1,9,5,US,1745,N833AW,CLT,PIT,1630,1629.0,-1.0,12.0,1641.0,82.0,76.0,58.0,366,1739.0,6.0,1752,1745.0,-7.0,0,0,,,,,,
138000,2015,1,9,5,UA,1745,N57868,IAD,SFO,1726,1725.0,-1.0,17.0,1742.0,364.0,366.0,342.0,2419,2024.0,7.0,2030,2031.0,1.0,0,0,,,,,,
139000,2015,1,9,5,US,671,N157UW,DFW,PHX,1825,1823.0,-2.0,13.0,1836.0,161.0,149.0,127.0,868,1943.0,9.0,2006,1952.0,-14.0,0,0,,,,,,
140000,2015,1,9,5,WN,174,N7745A,DEN,OKC,1930,1928.0,-2.0,13.0,1941.0,90.0,85.0,69.0,495,2150.0,3.0,2200,2153.0,-7.0,0,0,,,,,,
141000,2015,1,9,5,WN,870,N264LV,PHX,PDX,2050,2146.0,56.0,13.0,2159.0,170.0,158.0,141.0,1009,2320.0,4.0,2240,2324.0,44.0,0,0,,0.0,0.0,1.0,43.0,0.0
142000,2015,1,10,6,AA,1323,N3JBAA,MCO,MIA,510,508.0,-2.0,13.0,521.0,62.0,,,192,859.0,5.0,612,904.0,,1,0,,,,,,
143000,2015,1,10,6,WN,3449,N8310C,MCI,MKE,655,645.0,-10.0,16.0,701.0,100.0,91.0,68.0,436,809.0,7.0,835,816.0,-19.0,0,0,,,,,,
144000,2015,1,10,6,DL,2358,N961DL,PBI,LGA,800,757.0,-3.0,14.0,811.0,164.0,163.0,138.0,1035,1029.0,11.0,1044,1040.0,-4.0,0,0,,,,,,
145000,2015,1,10,6,WN,4324,N467WN,MCI,IND,905,858.0,-7.0,12.0,910.0,80.0,78.0,59.0,451,1109.0,7.0,1125,1116.0,-9.0,0,0,,,,,,
146000,2015,1,10,6,EV,5333,N868AS,AVL,ATL,1015,1013.0,-2.0,23.0,1036.0,59.0,65.0,35.0,164,1111.0,7.0,1114,1118.0,4.0,0,0,,,,,,
147000,2015,1,10,6,US,542,N602AW,SEA,PHX,1130,1202.0,32.0,21.0,1223.0,165.0,162.0,137.0,1107,1540.0,4.0,1515,1544.0,29.0,0,0,,0.0,0.0,0.0,29.0,0.0
148000,2015,1,10,6,MQ,3361,N814MQ,JFK,RDU,1240,1232.0,-8.0,20.0,1252.0,101.0,99.0,75.0,427,1407.0,4.0,1421,1411.0,-10.0,0,0,,,,,,
149000,2015,1,10,6,WN,3391,N458WN,PHX,BUR,1350,1350.0,0.0,10.0,1400.0,85.0,87.0,75.0,369,1415.0,2.0,1415,1417.0,2.0,0,0,,,,,,
150000,2015,1,10,6,WN,3932,N257WN,ATL,TPA,1505,1459.0,-6.0,12.0,1511.0,90.0,77.0,61.0,406,1612.0,4.0,1635,1616.0,-19.0,0,0,,,,,,
151000,2015,1,10,6,WN,2984,N463WN,SNA,LAS,1620,1622.0,2.0,7.0,1629.0,65.0,53.0,39.0,226,1708.0,7.0,1725,1715.0,-10.0,0,0,,,,,,
152000,2015,1,10,6,AA,2271,N3LSAA,ORD,LAX,1740,1809.0,29.0,11.0,1820.0,269.0,264.0,241.0,1744,2021.0,12.0,2009,2033.0,24.0,0,0,,0.0,0.0,0.0,0.0,24.0
153000,2015,1,10,6,DL,1535,N956DN,ATL,IND,1914,1910.0,-4.0,20.0,1930.0,96.0,89.0,62.0,432,2032.0,7.0,2050,2039.0,-11.0,0,0,,,,,,
154000,2015,1,10,6,NK,195,N624NK,MCO,FLL,2148,2143.0,-5.0,11.0,2154.0,63.0,60.0,37.0,177,2231.0,12.0,2251,2243.0,-8.0,0,0,,,,,,
155000,2015,1,11,7,WN,506,N203WN,DCA,MDW,640,636.0,-4.0,51.0,727.0,135.0,153.0,96.0,601,803.0,6.0,755,809.0,14.0,0,0,,,,,,
156000,2015,1,11,7,AS,637,N433AS,PHX,SEA,800,751.0,-9.0,13.0,804.0,184.0,174.0,155.0,1107,939.0,6.0,1004,945.0,-19.0,0,0,,,,,,
157000,2015,1,11,7,UA,608,N839UA,GRR,ORD,904,901.0,-3.0,18.0,919.0,61.0,58.0,31.0,137,850.0,9.0,905,859.0,-6.0,0,0,,,,,,
158000,2015,1,11,7,WN,4258,N622SW,ABQ,PHX,1010,1005.0,-5.0,17.0,1022.0,75.0,82.0,60.0,328,1122.0,5.0,1125,1127.0,2.0,0,0,,,,,,
159000,2015,1,11,7,US,451,N539UW,SFO,CLT,1115,1117.0,2.0,15.0,1132.0,291.0,287.0,263.0,2296,1855.0,9.0,1906,1904.0,-2.0,0,0,,,,,,
160000,2015,1,11,7,DL,1346,N905DA,ATL,CAK,1215,1213.0,-2.0,15.0,1228.0,97.0,90.0,69.0,528,1337.0,6.0,1352,1343.0,-9.0,0,0,,,,,,
161000,2015,1,11,7,OO,4509,N416SW,MSP,BIS,1315,1313.0,-2.0,36.0,1349.0,88.0,107.0,67.0,386,1456.0,4.0,1443,1500.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
162000,2015,1,11,7,WN,2951,N418WN,MDW,FLL,1420,1420.0,0.0,9.0,1429.0,180.0,178.0,165.0,1166,1814.0,4.0,1820,1818.0,-2.0,0,0,,,,,,
163000,2015,1,11,7,DL,1116,N339NW,MDW,ATL,1520,1537.0,17.0,9.0,1546.0,119.0,105.0,85.0,591,1811.0,11.0,1819,1822.0,3.0,0,0,,,,,,
164000,2015,1,11,7,EV,5496,N920EV,CHO,ATL,1620,1609.0,-11.0,17.0,1626.0,101.0,100.0,79.0,457,1745.0,4.0,1801,1749.0,-12.0,0,0,,,,,,
165000,2015,1,11,7,EV,5141,N181PQ,HPN,ATL,1720,1729.0,9.0,13.0,1742.0,150.0,155.0,131.0,780,1953.0,11.0,1950,2004.0,14.0,0,0,,,,,,
166000,2015,1,11,7,DL,826,N952DL,CLT,ATL,1815,1815.0,0.0,18.0,1833.0,90.0,94.0,50.0,226,1923.0,26.0,1945,1949.0,4.0,0,0,,,,,,
167000,2015,1,11,7,US,1807,N205UW,MIA,PHL,1925,1941.0,16.0,34.0,2015.0,165.0,178.0,140.0,1013,2235.0,4.0,2210,2239.0,29.0,0,0,,13.0,0.0,3.0,13.0,0.0
168000,2015,1,11,7,WN,756,N7724A,ATL,IND,2040,,,,,100.0,,,432,,,2220,,,0,1,B,,,,,
169000,2015,1,11,7,UA,1604,N17244,HNL,SFO,2351,6.0,15.0,16.0,22.0,314.0,306.0,285.0,2398,707.0,5.0,705,712.0,7.0,0,0,,,,,,
170000,2015,1,12,1,AA,127,N3CKAA,IAD,DFW,625,619.0,-6.0,13.0,632.0,209.0,206.0,180.0,1172,832.0,13.0,854,845.0,-9.0,0,0,,,,,,
171000,2015,1,12,1,MQ,3491,N672MQ,DFW,CVG,720,726.0,6.0,28.0,754.0,129.0,136.0,105.0,812,1039.0,3.0,1029,1042.0,13.0,0,0,,,,,,
172000,2015,1,12,1,DL,1741,N396DA,CVG,SLC,820,817.0,-3.0,15.0,832.0,245.0,225.0,203.0,1450,955.0,7.0,1025,1002.0,-23.0,0,0,,,,,,
173000,2015,1,12,1,EV,6003,N12569,MFE,IAH,916,906.0,-10.0,11.0,917.0,74.0,75.0,57.0,316,1014.0,7.0,1030,1021.0,-9.0,0,0,,,,,,
174000,2015,1,12,1,DL,1962,N328NW,DTW,PHL,1015,1020.0,5.0,15.0,1035.0,107.0,100.0,77.0,453,1152.0,8.0,1202,1200.0,-2.0,0,0,,,,,,
175000,2015,1,12,1,EV,5911,N15910,GRB,ORD,1115,1127.0,12.0,8.0,1135.0,63.0,64.0,42.0,173,1217.0,14.0,1218,1231.0,13.0,0,0,,,,,,
176000,2015,1,12,1,AA,7,N385AA,DFW,OGG,1215,1213.0,-2.0,27.0,1240.0,508.0,521.0,489.0,3711,1649.0,5.0,1643,1654.0,11.0,0,0,,,,,,
177000,2015,1,12,1,US,629,N555AY,CLT,BOS,1315,1308.0,-7.0,14.0,1322.0,127.0,122.0,102.0,728,1504.0,6.0,1522,1510.0,-12.0,0,0,,,,,,
178000,2015,1,12,1,EV,4579,N12569,MCI,IAH,1415,1406.0,-9.0,14.0,1420.0,131.0,130.0,110.0,643,1610.0,6.0,1626,1616.0,-10.0,0,0,,,,,,
179000,2015,1,12,1,AA,1432,N3JEAA,ORD,CLT,1517,1523.0,6.0,11.0,1534.0,116.0,111.0,94.0,599,1808.0,6.0,1813,1814.0,1.0,0,0,,,,,,
180000,2015,1,12,1,MQ,3468,N603MQ,ORD,BMI,1615,1626.0,11.0,12.0,1638.0,46.0,40.0,25.0,116,1703.0,3.0,1701,1706.0,5.0,0,0,,,,,,
181000,2015,1,12,1,AA,1683,N4XXAA,MCO,ORD,1717,1802.0,45.0,17.0,1819.0,183.0,184.0,150.0,1005,1949.0,17.0,1920,2006.0,46.0,0,0,,1.0,0.0,0.0,45.0,0.0
182000,2015,1,12,1,F9,1277,N923FR,PHL,MCO,1810,2121.0,191.0,20.0,2141.0,160.0,162.0,135.0,861,2356.0,7.0,2050,3.0,193.0,0,0,,2.0,0.0,6.0,185.0,0.0
183000,2015,1,12,1,WN,735,N931WN,MDW,PHX,1920,2008.0,48.0,33.0,2041.0,235.0,234.0,196.0,1444,2257.0,5.0,2215,2302.0,47.0,0,0,,0.0,0.0,39.0,8.0,0.0
184000,2015,1,12,1,WN,3493,N445WN,ATL,OKC,2040,2228.0,108.0,17.0,2245.0,160.0,135.0,115.0,761,2340.0,3.0,2220,2343.0,83.0,0,0,,0.0,0.0,7.0,76.0,0.0
185000,2015,1,13,2,OO,7389,N224SW,GCC,RKS,520,519.0,-1.0,27.0,546.0,77.0,86.0,58.0,261,644.0,1.0,637,645.0,8.0,0,0,,,,,,
186000,2015,1,13,2,AA,307,N3FNAA,LGA,ORD,631,623.0,-8.0,21.0,644.0,164.0,168.0,127.0,733,751.0,20.0,815,811.0,-4.0,0,0,,,,,,
187000,2015,1,13,2,EV,5035,N870AS,CHA,DTW,730,723.0,-7.0,19.0,742.0,108.0,116.0,87.0,505,909.0,10.0,918,919.0,1.0,0,0,,,,,,
188000,2015,1,13,2,DL,1572,N945DN,ATL,TPA,831,829.0,-2.0,20.0,849.0,83.0,87.0,63.0,406,952.0,4.0,954,956.0,2.0,0,0,,,,,,
189000,2015,1,13,2,WN,4464,N725SW,RSW,MKE,935,,,,,195.0,,,1183,,,1150,,,0,1,A,,,,,
190000,2015,1,13,2,WN,12,N254WN,DAL,MCI,1035,1040.0,5.0,12.0,1052.0,85.0,83.0,66.0,460,1158.0,5.0,1200,1203.0,3.0,0,0,,,,,,
191000,2015,1,13,2,AA,1395,N4XXAA,TPA,ORD,1135,1127.0,-8.0,9.0,1136.0,178.0,158.0,144.0,1012,1300.0,5.0,1333,1305.0,-28.0,0,0,,,,,,
192000,2015,1,13,2,MQ,3337,N848MQ,LEX,DFW,1241,1257.0,16.0,10.0,1307.0,160.0,149.0,125.0,785,1412.0,14.0,1421,1426.0,5.0,0,0,,,,,,
193000,2015,1,13,2,EV,4250,N11551,ORD,HPN,1340,1340.0,0.0,32.0,1412.0,125.0,138.0,101.0,738,1653.0,5.0,1645,1658.0,13.0,0,0,,,,,,
194000,2015,1,13,2,B6,250,N247JB,TPA,DCA,1445,1435.0,-10.0,8.0,1443.0,131.0,116.0,106.0,814,1629.0,2.0,1656,1631.0,-25.0,0,0,,,,,,
195000,2015,1,13,2,HA,183,N481HA,HNL,LIH,1546,1544.0,-2.0,19.0,1603.0,38.0,44.0,22.0,102,1625.0,3.0,1624,1628.0,4.0,0,0,,,,,,
196000,2015,1,13,2,NK,948,N622NK,DFW,ORD,1653,1813.0,80.0,13.0,1826.0,139.0,129.0,102.0,802,2008.0,14.0,1912,2022.0,70.0,0,0,,0.0,0.0,70.0,0.0,0.0
197000,2015,1,13,2,OO,4728,N455CA,MSP,DLH,1748,1745.0,-3.0,19.0,1804.0,63.0,63.0,36.0,144,1840.0,8.0,1851,1848.0,-3.0,0,0,,,,,,
198000,2015,1,13,2,B6,2019,N354JB,ORH,FLL,1859,1853.0,-6.0,16.0,1909.0,203.0,198.0,178.0,1211,2207.0,4.0,2222,2211.0,-11.0,0,0,,,,,,
199000,2015,1,13,2,DL,1436,N369NW,DTW,BWI,2010,2006.0,-4.0,21.0,2027.0,104.0,96.0,68.0,409,2135.0,7.0,2154,2142.0,-12.0,0,0,,,,,,
200000,2015,1,13,2,B6,486,N373JB,JFK,ROC,2242,2236.0,-6.0,18.0,2254.0,77.0,72.0,51.0,264,2345.0,3.0,2359,2348.0,-11.0,0,0,,,,,,
201000,2015,1,14,3,AA,1619,N3ECAA,BOS,MIA,621,632.0,11.0,20.0,652.0,224.0,254.0,201.0,1258,1013.0,33.0,1005,1046.0,41.0,0,0,,30.0,0.0,11.0,0.0,0.0
202000,2015,1,14,3,MQ,3491,N918MQ,DFW,CVG,720,715.0,-5.0,17.0,732.0,129.0,122.0,101.0,812,1013.0,4.0,1029,1017.0,-12.0,0,0,,,,,,
203000,2015,1,14,3,AA,1296,N561AA,AUS,DFW,824,816.0,-8.0,10.0,826.0,66.0,55.0,38.0,190,904.0,7.0,930,911.0,-19.0,0,0,,,,,,
204000,2015,1,14,3,OO,3457,N224AG,BUR,PDX,920,914.0,-6.0,13.0,927.0,137.0,130.0,113.0,817,1120.0,4.0,1137,1124.0,-13.0,0,0,,,,,,
205000,2015,1,14,3,AA,327,N3HCAA,LGA,ORD,1023,1016.0,-7.0,44.0,1100.0,167.0,163.0,112.0,733,1152.0,7.0,1210,1159.0,-11.0,0,0,,,,,,
206000,2015,1,14,3,UA,1189,N73278,LAX,IAH,1125,1129.0,4.0,14.0,1143.0,196.0,182.0,156.0,1379,1619.0,12.0,1641,1631.0,-10.0,0,0,,,,,,
207000,2015,1,14,3,OO,6421,N943SW,SFO,BUR,1229,1220.0,-9.0,19.0,1239.0,72.0,83.0,59.0,326,1338.0,5.0,1341,1343.0,2.0,0,0,,,,,,
208000,2015,1,14,3,MQ,3414,N504MQ,AMA,DFW,1325,1411.0,46.0,10.0,1421.0,70.0,65.0,48.0,312,1509.0,7.0,1435,1516.0,41.0,0,0,,0.0,0.0,0.0,41.0,0.0
209000,2015,1,14,3,DL,1676,N367NW,BNA,ATL,1430,1425.0,-5.0,12.0,1437.0,68.0,64.0,46.0,214,1623.0,6.0,1638,1629.0,-9.0,0,0,,,,,,
210000,2015,1,14,3,OO,4751,N427SW,MSP,GFK,1530,1713.0,103.0,68.0,1821.0,77.0,123.0,51.0,284,1912.0,4.0,1647,1916.0,149.0,0,0,,46.0,0.0,103.0,0.0,0.0
211000,2015,1,14,3,US,1821,N812AW,CLT,DTW,1635,1628.0,-7.0,18.0,1646.0,111.0,102.0,74.0,500,1800.0,10.0,1826,1810.0,-16.0,0,0,,,,,,
212000,2015,1,14,3,OO,4719,N805SK,GEG,SLC,1730,1752.0,22.0,31.0,1823.0,103.0,106.0,71.0,546,2034.0,4.0,2013,2038.0,25.0,0,0,,3.0,0.0,22.0,0.0,0.0
213000,2015,1,14,3,AA,2404,N5DYAA,SJU,MIA,1834,1903.0,29.0,11.0,1914.0,175.0,158.0,141.0,1045,2035.0,6.0,2029,2041.0,12.0,0,0,,,,,,
214000,2015,1,14,3,AA,2324,N640AA,DFW,TUL,1940,1936.0,-4.0,19.0,1955.0,62.0,60.0,35.0,237,2030.0,6.0,2042,2036.0,-6.0,0,0,,,,,,
215000,2015,1,14,3,OO,5158,N732SK,IAH,BFL,2105,2104.0,-1.0,13.0,2117.0,231.0,233.0,215.0,1428,2252.0,5.0,2256,2257.0,1.0,0,0,,,,,,
216000,2015,1,15,4,AS,631,N305AS,PHX,SEA,600,618.0,18.0,8.0,626.0,183.0,162.0,150.0,1107,756.0,4.0,803,800.0,-3.0,0,0,,,,,,
217000,2015,1,15,4,MQ,2908,N932MQ,ABI,DFW,655,650.0,-5.0,8.0,658.0,54.0,47.0,34.0,158,732.0,5.0,749,737.0,-12.0,0,0,,,,,,
218000,2015,1,15,4,EV,4453,N11121,MOB,IAH,754,820.0,26.0,17.0,837.0,96.0,102.0,78.0,427,955.0,7.0,930,1002.0,32.0,0,0,,6.0,0.0,26.0,0.0,0.0
219000,2015,1,15,4,MQ,3269,N505MQ,ORD,BNA,845,842.0,-3.0,13.0,855.0,88.0,89.0,61.0,409,956.0,15.0,1013,1011.0,-2.0,0,0,,,,,,
220000,2015,1,15,4,US,1709,N914UY,CLT,FLL,950,946.0,-4.0,34.0,1020.0,130.0,128.0,90.0,631,1150.0,4.0,1200,1154.0,-6.0,0,0,,,,,,
221000,2015,1,15,4,NK,730,N512NK,LAX,ORD,1045,1053.0,8.0,7.0,1100.0,237.0,240.0,222.0,1744,1642.0,11.0,1642,1653.0,11.0,0,0,,,,,,
222000,2015,1,15,4,US,833,N249AU,CLT,STT,1145,1136.0,-9.0,16.0,1152.0,213.0,191.0,170.0,1520,1542.0,5.0,1618,1547.0,-31.0,0,0,,,,,,
223000,2015,1,15,4,OO,4523,N608SK,ASE,ATL,1245,1235.0,-10.0,12.0,1247.0,180.0,187.0,166.0,1304,1733.0,9.0,1745,1742.0,-3.0,0,0,,,,,,
224000,2015,1,15,4,WN,4210,N8640D,PHX,SLC,1345,1345.0,0.0,16.0,1401.0,95.0,94.0,74.0,507,1515.0,4.0,1520,1519.0,-1.0,0,0,,,,,,
225000,2015,1,15,4,AA,142,N4XVAA,DFW,MKE,1445,1442.0,-3.0,12.0,1454.0,137.0,144.0,125.0,853,1659.0,7.0,1702,1706.0,4.0,0,0,,,,,,
226000,2015,1,15,4,WN,4626,N758SW,PHX,LAS,1545,1600.0,15.0,11.0,1611.0,60.0,62.0,44.0,255,1555.0,7.0,1545,1602.0,17.0,0,0,,2.0,0.0,15.0,0.0,0.0
227000,2015,1,15,4,B6,918,N187JB,JFK,BOS,1645,1657.0,12.0,15.0,1712.0,74.0,54.0,35.0,187,1747.0,4.0,1759,1751.0,-8.0,0,0,,,,,,
228000,2015,1,15,4,DL,2439,N956DL,DAB,ATL,1740,1736.0,-4.0,18.0,1754.0,92.0,87.0,63.0,366,1857.0,6.0,1912,1903.0,-9.0,0,0,,,,,,
229000,2015,1,15,4,WN,4970,N288WN,MCI,BNA,1845,1858.0,13.0,6.0,1904.0,90.0,77.0,65.0,491,2009.0,6.0,2015,2015.0,0.0,0,0,,,,,,
230000,2015,1,15,4,EV,4312,N12900,EWR,DCA,1945,1940.0,-5.0,18.0,1958.0,75.0,62.0,40.0,199,2038.0,4.0,2100,2042.0,-18.0,0,0,,,,,,
231000,2015,1,15,4,HA,555,N476HA,OGG,HNL,2111,2104.0,-7.0,10.0,2114.0,33.0,38.0,21.0,100,2135.0,7.0,2144,2142.0,-2.0,0,0,,,,,,
232000,2015,1,16,5,AA,175,N3CEAA,DCA,DFW,600,556.0,-4.0,15.0,611.0,217.0,206.0,174.0,1192,805.0,17.0,837,822.0,-15.0,0,0,,,,,,
233000,2015,1,16,5,OO,4489,N809SK,ORD,MSP,652,655.0,3.0,37.0,732.0,98.0,119.0,73.0,334,845.0,9.0,830,854.0,24.0,0,0,,21.0,0.0,0.0,0.0,3.0
234000,2015,1,16,5,WN,3939,N475WN,ONT,SMF,750,750.0,0.0,6.0,756.0,80.0,78.0,67.0,390,903.0,5.0,910,908.0,-2.0,0,0,,,,,,
235000,2015,1,16,5,US,1815,N833AW,LGA,CLT,845,841.0,-4.0,25.0,906.0,131.0,121.0,91.0,544,1037.0,5.0,1056,1042.0,-14.0,0,0,,,,,,
236000,2015,1,16,5,DL,1316,N922DX,ATL,LGA,945,947.0,2.0,19.0,1006.0,135.0,137.0,102.0,762,1148.0,16.0,1200,1204.0,4.0,0,0,,,,,,
237000,2015,1,16,5,B6,717,N318JB,BOS,JFK,1042,1059.0,17.0,11.0,1110.0,71.0,65.0,48.0,187,1158.0,6.0,1153,1204.0,11.0,0,0,,,,,,
238000,2015,1,16,5,US,1814,N523UW,CLT,ATL,1140,1138.0,-2.0,28.0,1206.0,76.0,76.0,40.0,226,1246.0,8.0,1256,1254.0,-2.0,0,0,,,,,,
239000,2015,1,16,5,MQ,3145,N650MQ,CMH,JFK,1243,1244.0,1.0,13.0,1257.0,107.0,111.0,92.0,483,1429.0,6.0,1430,1435.0,5.0,0,0,,,,,,
240000,2015,1,16,5,DL,1363,N911DE,ATL,TUL,1340,1338.0,-2.0,10.0,1348.0,134.0,111.0,97.0,674,1425.0,4.0,1454,1429.0,-25.0,0,0,,,,,,
241000,2015,1,16,5,OO,4856,N613QX,LAX,SJC,1440,1436.0,-4.0,18.0,1454.0,77.0,74.0,53.0,308,1547.0,3.0,1557,1550.0,-7.0,0,0,,,,,,
242000,2015,1,16,5,OO,6201,N770SK,DEN,AUS,1540,1535.0,-5.0,14.0,1549.0,126.0,118.0,98.0,775,1827.0,6.0,1846,1833.0,-13.0,0,0,,,,,,
243000,2015,1,16,5,UA,1719,N69838,MSP,DEN,1640,1649.0,9.0,11.0,1700.0,137.0,119.0,101.0,680,1741.0,7.0,1757,1748.0,-9.0,0,0,,,,,,
244000,2015,1,16,5,OO,6449,N119SY,ORD,SLC,1740,1750.0,10.0,20.0,1810.0,214.0,241.0,211.0,1250,2041.0,10.0,2014,2051.0,37.0,0,0,,27.0,0.0,4.0,6.0,0.0
245000,2015,1,16,5,AA,1625,N634AA,MIA,BOS,1840,1900.0,20.0,28.0,1928.0,192.0,205.0,172.0,1258,2220.0,5.0,2152,2225.0,33.0,0,0,,13.0,0.0,0.0,20.0,0.0
246000,2015,1,16,5,OO,6190,N948SW,DEN,PSC,1942,2009.0,27.0,14.0,2023.0,161.0,161.0,141.0,852,2144.0,6.0,2123,2150.0,27.0,0,0,,0.0,0.0,21.0,6.0,0.0
247000,2015,1,16,5,EV,4752,N27152,ORD,GRB,2105,2109.0,4.0,18.0,2127.0,60.0,54.0,32.0,173,2159.0,4.0,2205,2203.0,-2.0,0,0,,,,,,
248000,2015,1,17,6,B6,746,N633JB,PSE,JFK,600,547.0,-13.0,12.0,559.0,241.0,238.0,222.0,1617,841.0,4.0,901,845.0,-16.0,0,0,,,,,,
249000,2015,1,17,6,B6,15,N944JB,JFK,SFO,705,702.0,-3.0,31.0,733.0,402.0,401.0,363.0,2586,1036.0,7.0,1047,1043.0,-4.0,0,0,,,,,,
250000,2015,1,17,6,OO,4597,N625CA,LAX,JAC,815,809.0,-6.0,18.0,827.0,143.0,143.0,118.0,784,1125.0,7.0,1138,1132.0,-6.0,0,0,,,,,,
251000,2015,1,17,6,DL,1933,N3773D,CVG,LAX,927,931.0,4.0,10.0,941.0,301.0,270.0,252.0,1900,1053.0,8.0,1128,1101.0,-27.0,0,0,,,,,,
252000,2015,1,17,6,WN,1198,N602SW,DEN,GRR,1040,1037.0,-3.0,19.0,1056.0,145.0,144.0,120.0,1015,1456.0,5.0,1505,1501.0,-4.0,0,0,,,,,,
253000,2015,1,17,6,US,2064,N509AY,CLT,LGA,1150,1146.0,-4.0,28.0,1214.0,111.0,112.0,73.0,544,1327.0,11.0,1341,1338.0,-3.0,0,0,,,,,,
254000,2015,1,17,6,OO,4858,N809CA,MOT,MSP,1300,1254.0,-6.0,15.0,1309.0,101.0,88.0,66.0,449,1415.0,7.0,1441,1422.0,-19.0,0,0,,,,,,
255000,2015,1,17,6,MQ,3112,N630MQ,DFW,CRP,1415,1454.0,39.0,8.0,1502.0,77.0,77.0,65.0,354,1607.0,4.0,1532,1611.0,39.0,0,0,,0.0,0.0,39.0,0.0,0.0
256000,2015,1,17,6,DL,1917,N950DN,ATL,MKE,1530,1527.0,-3.0,8.0,1535.0,124.0,101.0,88.0,669,1603.0,5.0,1634,1608.0,-26.0,0,0,,,,,,
257000,2015,1,17,6,MQ,3382,N824MQ,LGA,BNA,1650,1642.0,-8.0,19.0,1701.0,165.0,150.0,119.0,764,1800.0,12.0,1835,1812.0,-23.0,0,0,,,,,,
258000,2015,1,17,6,F9,241,N947FR,BNA,DEN,1814,1805.0,-9.0,9.0,1814.0,176.0,172.0,154.0,1014,1948.0,9.0,2010,1957.0,-13.0,0,0,,,,,,
259000,2015,1,17,6,HA,311,N486HA,ITO,HNL,2003,1952.0,-11.0,9.0,2001.0,49.0,52.0,37.0,216,2038.0,6.0,2052,2044.0,-8.0,0,0,,,,,,
260000,2015,1,18,7,B6,1543,N565JB,EWR,PBI,600,555.0,-5.0,20.0,615.0,170.0,180.0,156.0,1023,851.0,4.0,850,855.0,5.0,0,0,,,,,,
261000,2015,1,18,7,UA,1696,N87531,IAH,FLL,727,723.0,-4.0,11.0,734.0,150.0,134.0,116.0,965,1030.0,7.0,1057,1037.0,-20.0,0,0,,,,,,
262000,2015,1,18,7,UA,1168,N56859,ORD,LAX,841,835.0,-6.0,13.0,848.0,271.0,260.0,236.0,1744,1044.0,11.0,1112,1055.0,-17.0,0,0,,,,,,
263000,2015,1,18,7,US,1845,N679AW,PHL,TPA,955,1026.0,31.0,31.0,1057.0,175.0,185.0,150.0,920,1327.0,4.0,1250,1331.0,41.0,0,0,,10.0,0.0,0.0,0.0,31.0
264000,2015,1,18,7,AA,2456,N403AA,DFW,SAT,1100,1052.0,-8.0,14.0,1106.0,67.0,59.0,43.0,247,1149.0,2.0,1207,1151.0,-16.0,0,0,,,,,,
265000,2015,1,18,7,OO,3485,N219AG,SLC,SEA,1200,1508.0,188.0,16.0,1524.0,125.0,126.0,107.0,689,1611.0,3.0,1305,1614.0,189.0,0,0,,1.0,0.0,188.0,0.0,0.0
266000,2015,1,18,7,OO,6244,N713SK,PSP,IAH,1305,1314.0,9.0,15.0,1329.0,180.0,179.0,160.0,1269,1809.0,4.0,1805,1813.0,8.0,0,0,,,,,,
